財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
9067,2025/03,36905000000,25694000000,21323000000,14718000000,250000000,120000000,879.87,68.9
9068,2025/03,192088000000,132151000000,116980000000,101629000000,11765000000,13506000000,6661.23,67.7
9069,2025/03,718739000000,243216000000,198641000000,123051000000,42277000000,174479000000,1271.24,30.2
9070,2025/03,171785000000,94263000000,79380000000,55475000000,7258000000,8795000000,10306.02,54.4
9072,2025/03,428759000000,249679000000,221280000000,207939000000,20466000000,25743000000,1998.8,56.4
9073,2025/03,8169143000,4241345000,3434225000,3455668000,839590000,5500000,1467.82,51.7
9074,2025/03,43279000000,25947000000,23297000000,21384000000,316000000,-,7845.44,60
9075,2025/03,500674000000,287773000000,223597000000,157832000000,5200000000,61675000000,7207.29,57.1
9076,2025/03,770840000000,423571000000,365515000000,323260000000,83153000000,5875000000,2663.23,51.5
9078,2024/03,41972000000,27812000000,26770000000,21817000000,250000000,319000000,2563.03,66.3
9081,2025/03,165444000000,63402000000,51681000000,48737000000,20982000000,17366000000,4704.27,34.9
9082,2025/03,30031000000,9262000000,8974000000,9230000000,9833000000,3682000000,2069.22,30.7
9083,2025/03,67073000000,49463000000,47568000000,42600000000,-,1280000000,4100.67,73.7
9085,2025/03,39514310000,29600873000,28742906000,27129336000,-,-,11251.17,74.5
9087,2025/03,9516214000,7349224000,6876904000,2692789000,270000000,347000000,3641.52,77.2
9090,2025/03,138550000000,60431000000,54540000000,42608000000,11000000,17315000000,428.96,41.7
9099,2024/03,105506000000,46801000000,44643000000,40871000000,587000000,20154000000,2130.47,43.5
9101,2025/03,4320269000000,2969973000000,2344675000000,2293314000000,54412000000,465763000000,6735.02,67.6
9104,2025/03,4984449000000,2724218000000,2118194000000,2005121000000,201952000000,1271818000000,7687.49,53.9
9107,2025/03,2210049000000,1677449000000,1348467000000,1248600000000,51412000000,229840000000,2609.68,74.6
9110,2025/03,287948000000,162738000000,160009000000,133527000000,14579000000,70737000000,6905.73,56.5
9115,2025/03,293278855000,91214584000,34214816000,32145815000,40112373000,125545040000,1407.36,16.3
9119,2025/03,306431000000,145645000000,128432000000,110975000000,48578000000,72076000000,1375.23,47.5
9127,2025/03,12647857000,9306914000,8758662000,7685445000,-,1307189000,4799.46,73.2
9130,2025/03,77291307000,25059934000,20144673000,16779131000,9432065000,36111136000,3276.81,32.4
9142,2025/03,1140509000000,458620000000,448773000000,211021000000,2495000000,178760000000,2922.76,40
9143,2025/03,1040615000000,584589000000,561019000000,570268000000,4905000000,139119000000,927.54,55.8
9145,2025/12,20266000000,8662000000,8100000000,6755000000,500000000,4289000000,337.73,40.1
9147,2025/12,-,-,-,-,-,-,3420.77,-
9158,2025/03,85167000000,30286000000,29678000000,13457000000,2812000000,20653000000,1012.37,34.8
9159,2025/06,2586005000,1571322000,1571322000,1035944000,-,472870000,570.48,60.8
9160,2025/12,36823406000,10109050000,10109050000,8541971000,4459561000,7911914000,403.19,27.5
9161,2024/06,206386000000,94097000000,90955000000,67224000000,23723000000,19588000000,6032.13,44.1
9162,2025/06,13234380000,9534871000,9520977000,2835549000,-,1080000000,371.5,72
9163,2025/10,24562104000,14478778000,14478778000,5453347000,2714284000,2142864000,1654.85,58.9
9164,2024/12,77563000000,27845000000,27845000000,10906000000,-,25765000000,278.45,35.9
9165,2025/06,4346082000,3277086000,3277086000,1818436000,120000000,-,1394.5,75.4
9166,2026/01,-,-,-,-,-,-,352.82,-
9168,2026/02,-,-,-,-,-,-,297.68,-
9170,2025/09,16426234000,5584990000,5415747000,4602582000,500000000,4520377000,1922.84,33
9171,2025/03,80273000000,33716917000,21147384000,18881970000,1480000000,10980354000,2405.12,37.4
9173,2025/12,20744362000,6924627000,4879533000,3092482000,3528535000,6737029000,2404.18,25.4
9176,2025/12,15074515000,4846975000,4721012000,4646582000,-,6705924000,59.68,31.6
9193,2025/03,31261795000,24794980000,22383661000,21849958000,1480824000,615488000,2387.24,76
9201,2025/03,2794913000000,1016673000000,975057000000,395719000000,-,-,2233.52,34.9
9202,2025/03,3620297000000,1140095000000,1071328000000,265477000000,76919000000,691910000000,2405.12,31.2
9204,2025/03,-,-,-,-,-,-,450.31,-
9206,2025/03,24531000000,4293000000,4528000000,-2674000000,-,1755000000,1188.91,17.4
9211,2025/12,26452244000,6740685000,7543336000,2597640000,3369730000,9025182000,617.86,28.5
9212,2025/09,2967492000,2106117000,2105937000,-1088765000,-,30700000,185.46,71
9213,2025/12,1473741000,852381000,839314000,355760000,-,-,645.37,57.8
9214,2025/12,-,-,-,-,-,-,579.57,-
9215,2025/11,703756000,274369000,274369000,-314203000,8331000,154821000,145.7,39
9216,2025/05,14494000000,8952000000,8941000000,7006000000,-,18000000,632.97,61.7
9218,2025/12,5368233000,1566553000,1369094000,268554000,-,2110802000,131.05,25.5
9219,2025/06,2110925000,1816640000,1767702000,320147000,-,-,316.53,83.7
9220,2025/03,8858939000,3641578000,3629909000,2802181000,606000000,1941394000,1447.37,41.1
9221,2025/03,12169338000,5591732000,5565870000,2946345000,1251700000,1324219000,483.08,45.9
9223,2025/03,12958939000,2979071000,2988701000,2275221000,2200000000,5308718000,239.52,23
9225,2025/09,1533068000,1147511000,1146996000,677027000,9000000,37500000,574.13,74.8
9227,2025/03,2124539000,1064007000,1064007000,-2381027000,-,353586000,67.12,50.1
9229,2025/03,38994000000,8616000000,8589000000,-74000000,660000000,5580000000,264.83,22
9232,2024/03,74121000000,32872000000,30679000000,21952000000,16900000000,10800000000,2240.9,43.5
9233,2025/09,39626702000,22248372000,19847919000,15610266000,3500000000,206460000,1206.81,55.4
9235,2025/07,1906866000,677033000,677003000,-137794000,50000000,511601000,89.19,35.5
9236,2025/10,668190000,584229000,567346000,101166000,-,-,383.7,84.9
9237,2025/10,1377811000,813474000,813474000,322891000,-,97347000,200.42,59
9238,2025/02,4304988000,581816000,581816000,300220000,100000000,375366000,252.88,13.5
9240,2025/07,1484334000,1112622000,1112759000,788827000,-,12337000,230.54,74.9
9241,2025/08,994459000,300039000,278372000,-201895000,50000000,129402000,326.99,28
9242,2025/07,1786534000,1524075000,1524075000,1073459000,-,-,1236.86,85.3
9244,2025/09,2243179000,778849000,717279000,592149000,500000000,210527000,501.24,32
9245,2025/12,7488144000,2658990000,2646058000,1837950000,-,-,498.75,35.3
9246,2025/12,4632541000,2260118000,2250120000,1475871000,-,735968000,422.91,48.6
9247,2025/03,162047000000,75426000000,72832000000,34899000000,13492000000,27230000000,1499.14,45.1
9248,2025/09,41145000000,20912000000,20354000000,12915000000,3200000000,2041000000,2387.26,50.7
9249,2025/09,13921683000,5676530000,5549822000,3629046000,300000000,4869251000,640.33,40.1
9250,2025/11,1713769000,-95937000,-136159000,-714306000,-,347793000,-100.83,-7.9
9251,2025/10,27077000000,8997000000,8997000000,4749000000,2138000000,5839000000,631.54,33.2
9252,2025/08,11186814000,4354374000,4354373000,2315316000,812043000,1128381000,1616.43,38.9
9253,2026/02,-,-,-,-,-,-,637.72,-
9254,2025/10,1918379000,464436000,420246000,293958000,308400000,458894000,337.47,21.9
9256,2025/03,3001613000,2418302000,2418149000,1802807000,-,-,675.71,80.6
9257,2025/12,-,-,-,-,-,-,650.32,-
9258,2025/09,3275352000,2216999000,2216999000,670777000,-,222600000,332.77,67.7
9259,2025/09,6061644000,3236554000,3222981000,1880892000,-,183346000,576.87,53.4
9260,2024/12,244002000000,84075000000,61553000000,53355000000,9657000000,86789000000,1965.93,34.5
9262,2025/07,10452798000,6972111000,6972111000,5511677000,-,1341591000,639.22,66.7
9264,2025/08,15085165000,4255771000,4242856000,1249612000,3630607000,2103812000,940.57,28.2
9265,2025/05,27549000000,8988000000,8096000000,7206000000,-,-,3639.44,32.6
9267,2025/06,127326000000,53428000000,53230000000,46534000000,-,25817000000,1752.27,41.8
9268,2025/03,159469000000,25463000000,23715000000,14660000000,69623000000,18575000000,349.13,15
9270,2025/08,30938347000,7676259000,7200481000,4916381000,8300000000,8889973000,559.82,23.8
9271,2025/12,1865862000,1267524000,1239725000,222259000,175737000,153762000,190.38,66.4
9272,2025/03,5109949000,2241260000,2003000000,2243660000,-,698186000,205.76,39.2
9273,2025/06,36114758000,28120664000,28094029000,25733458000,860000000,1241480000,667.66,77.9
9274,2025/03,352035000000,86216000000,75028000000,67733000000,40086000000,12701000000,1305.59,24.5
9275,2025/02,13996554000,7027958000,7006944000,5171803000,-,1155129000,715.85,50.2
9278,2025/05,57380000000,18867000000,18295000000,15140000000,6433000000,7901000000,1061.51,32.5
9279,2025/10,22012554000,10380083000,10030642000,8064294000,4514000,4115773000,516.71,47
9301,2025/03,626058000000,379276000000,292888000000,276857000000,35580000000,18453000000,1040.58,59.8
9302,2025/03,280374000000,129749000000,94932000000,78024000000,6470000000,52040000000,522.14,41.8
9303,2025/03,439847000000,274145000000,168743000000,142590000000,11918000000,30492000000,3411.75,60
9304,2025/03,117446000000,65328000000,54211000000,42407000000,4545000000,17395000000,1118.1,54.8
9305,2025/03,167044000000,58384000000,41328000000,28141000000,7700000000,41950000000,2637.69,35
9306,2025/03,48587129000,26645842000,24230702000,18985562000,4466600000,10264000000,3516.71,54.8
9307,2025/03,22353148000,16775290000,16393367000,11372221000,-,2340817000,1025.51,75
9308,2025/03,74903000000,36875000000,34873000000,21351000000,2710000000,21724000000,1467.19,49.2
9310,2025/03,165411000000,95574000000,80462000000,67797000000,100000000,27253000000,1458.9,55.1
9311,2025/03,44249406000,21313300000,14552346000,12344276000,3723431000,6687220000,14975.38,47.9
9312,2025/03,51106000000,30256000000,26672000000,16895000000,2808000000,4450000000,4634.2,59.2
9313,2025/11,20446683000,12842306000,11659823000,8275252000,100000000,4391394000,2163.86,62.7
9318,2025/03,5508715000,966867000,680913000,-8523693000,105000000,-,0.42,17.5
9319,2025/03,58928000000,46077588000,40094874000,35886806000,2900000000,1852812000,2474.57,77.7
9322,2025/03,38380104000,24424841000,19830146000,16376616000,1815348000,6307046000,2786.73,55.5
9324,2025/03,210320000000,94185000000,50300000000,45059000000,2416000000,50532000000,3236.85,44.6
9325,2025/03,10243511000,4035802000,3925109000,3386277000,11800000,1417730000,366.15,38.4
9326,2026/02,-,-,-,-,-,-,219.8,-
9327,2025/03,2844820000,526258000,477731000,-1321463000,9800000,290267000,66.21,17.4
9330,2025/09,1310180000,901807000,901845000,343687000,-,116623000,629.11,68.8
9331,2025/08,1872251000,709921000,709479000,-1062061000,300000000,120474000,362.11,37.9
9332,2025/03,31276000000,16795000000,16399000000,12851000000,-,1038000000,500.05,52.8
9336,2025/03,184905000000,94681000000,92503000000,77384000000,80000000,51441000000,957.01,51
9337,2025/12,6773418000,1907566000,1809976000,829619000,1100000000,767922000,548.48,26.7
9338,2025/12,21874010000,7696618000,7739068000,4605889000,2209999000,3356873000,777.74,34.9
9339,2025/12,4468489000,3178677000,3122151000,1899814000,-,-,1344.99,71.1
9340,2025/06,3330954000,2930133000,2946433000,2243286000,-,-,299.29,88
9341,2025/03,8526196000,6998656000,6552805000,5744591000,-,-,378.78,76.9
9342,2025/09,830992000,571491000,571491000,154121000,-,-,237.61,68.8
9343,2025/12,4187678000,2899319000,2838564000,2018912000,-,43830000,154.14,67.8
9344,2025/06,4515000000,3325000000,3320000000,1800000000,-,233000000,657.54,73.5
9345,2025/12,-,-,-,-,-,-,587.68,-
9346,2025/06,3880030000,2938255000,2938255000,1967741000,-,-,795.1,75.7
9347,2025/03,100803000000,70038000000,65644000000,66219000000,-,-,1835.98,66.2
9348,2025/03,27189129000,7007587000,6082382000,-16927703000,-,16096275000,65.28,25.4
9351,2025/03,50990000000,27530000000,22649000000,9698000000,6140000000,9832000000,3705.11,53.6
9353,2025/03,11098255000,6970614000,4330241000,3224527000,-,1330884000,4595.76,62.8
9355,2025/03,38500000000,17981804000,5817279000,3262276000,1700000000,3965301000,6946.41,46.7
9357,2025/03,153933928000,126337575000,103347801000,101564613000,-,4284540000,4041.11,78.5
9359,2025/03,59430543000,47046072000,41594416000,39648585000,66396000,243727000,1855.56,76
9360,2025/03,12161000000,4510000000,4199000000,3449000000,300000000,560000000,1584.92,37.1
9361,2025/06,23517136000,12883291000,11095124000,7832772000,75000000,2945693000,4506.1,49.6
9362,2025/03,12546000000,4853000000,3700000000,3112000000,1966000000,3262000000,4054,38.7
9363,2025/03,5431145000,3467838000,3103352000,1269013000,-,383675000,714.99,63.9
9364,2025/03,491092000000,384518000000,359976000000,317009000000,486000000,40000000000,3780.58,78
9365,2025/03,10792000000,4650722000,3798204000,2900794000,2166145000,1495825000,3171.99,43.1
9366,2025/03,24674008000,11796981000,10423479000,5653395000,3366154000,4102273000,2078.24,47.2
9367,2025/03,15190092000,9569539000,8487341000,7362196000,646480000,1622945000,1089.32,61.9
9368,2025/03,64549000000,41171000000,32164000000,28504000000,1162000000,2000000000,954.36,60.8
9369,2025/11,136573000000,57162000000,41365000000,33465000000,15314000000,28226000000,1822.1,33.2
9375,2024/03,547003000000,288380000000,219302000000,207586000000,20132000000,40000000000,273285000,50
9376,2025/09,3219014000,1844340000,1835548000,1347968000,-,-,499.82,57.3
9377,2025/03,14006137000,9828571000,9486911000,7653106000,-,220000000,752.05,70.2
9380,2025/03,41162885000,17585130000,16106336000,12572907000,2743064000,6727624000,621.89,42.4
9381,2026/02,-,-,-,-,-,-,872.37,-
9384,2024/12,27396847000,23229551000,20236658000,20648746000,-,-,2278.21,81.2
9385,2025/03,10433630000,4276814000,3705285000,2238836000,2330000000,1110841000,553.47,41
9386,2024/12,27562454000,19483957000,18470294000,16275240000,80000000,1240872000,1404.98,70.7
9388,2026/02,-,-,-,-,-,-,842.49,-
9399,2025/12,4584000000,1244000000,7115000000,-69868000000,1520000000,119000000,6.77,26.88
9401,2025/03,1296125000000,949232000000,518459000000,452389000000,-,12727000000,5847.76,72.2
9402,2025/03,88782000000,71834000000,56917000000,54945000000,-,-,2663.79,79.2
9404,2025/03,1232117000000,990992000000,801350000000,766525000000,2399000000,1424000000,3833.19,77.9
9405,2025/03,128538000000,78226000000,67033000000,55765000000,50000000,4658000000,1834.59,59.6
9407,2025/03,55498000000,40811000000,35839000000,35460000000,664000000,293000000,17981.02,71
9408,2025/03,33314508000,25489852000,21908343000,19830517000,367000000,110500000,4032.79,72.6
9409,2025/03,559558000000,447842000000,397669000000,304032000000,-,-,4385.13,79.6
9412,2025/03,403414000000,284174000000,273177000000,138888000000,-,32130000000,993.47,69.8
9413,2025/03,147843000000,101900000000,96628000000,71022000000,5100000000,381000000,3811.53,68.8
9414,2025/08,26898356000,24426185000,24391787000,16676803000,80000000,-,1369.07,90.7
9416,2025/12,30172669000,21289297000,20592441000,16995420000,-,1837028000,424,69.2
9417,2025/06,24903435000,2998755000,2543382000,537861000,-,1792872000,244.74,10.2
9418,2025/08,259782000000,108708000000,97420000000,67534000000,-,55663000000,540.93,37.6
9419,2025/12,4412476000,1596943000,1594954000,-82871000,25000000,714823000,146.59,36.1
9421,2025/06,3749334000,1713548000,1612132000,728143000,525250000,111000000,304.59,43
9423,2025/03,1318626000,639891000,639891000,460051000,-,-,26.38,48.5
9424,2025/03,7340611000,3870560000,3631813000,2745019000,-,-,22.32,50.4
9425,2025/10,2268814000,1369041000,1334952000,-392825000,200000000,396677000,199.3,58.8
9428,2025/03,36107000000,14346000000,11703000000,10658000000,1900000000,656000000,1293.66,33.9
9432,2025/03,30062483000000,11344639000000,10221587000000,9726370000000,2822577000000,7187500000000,123.54,34
9433,2025/03,16714708000000,5554995000000,5032495000000,5400113000000,1734528000000,2297564000000,1264.94,30.1
9434,2025/03,16102195000000,4265371000000,2743630000000,1594862000000,-,-,57.68,17
9435,2025/03,2371026000000,943569000000,914768000000,863716000000,-,-,20845.16,38.6
9436,2025/03,118266000000,99193000000,96209000000,98413000000,-,-,1027.17,81.6
9438,2025/09,33347754000,22446125000,17941562000,8709727000,-,956250000,331.86,55.2
9439,2025/06,1773841000,505842000,504790000,224406000,100000000,15000000,43.65,28.4
9441,2025/12,43597641000,26950786000,27069970000,24318918000,-,50000000,2201.73,61.8
9444,2025/04,24529587000,2419185000,2346418000,773586000,5350000000,8585058000,369.49,9.7
9445,2025/03,10362730000,3320530000,3320530000,2714001000,-,-,198.17,32
9446,2025/09,20399776000,4680419000,4359607000,4822136000,3800000000,7724515000,608.33,22.4
9449,2025/12,2036559000000,239990000000,111221000000,74181000000,291327000000,310148000000,1202.31,5.5
9450,2025/06,12144000000,6502000000,6442000000,6017000000,240000000,1884000000,320.31,53.1
9466,2025/03,4546769000,3298417000,3253054000,2395899000,-,400008000,252.19,72.5
9467,2025/03,16891795000,13708452000,13708452000,11991588000,-,43639000,471.71,81.2
9468,2025/03,410029000000,277408000000,231130000000,85913000000,451000000,10946000000,1704.48,60.9
9470,2025/09,139194000000,59471000000,49273000000,21127000000,2750000000,19050000000,1241.62,36.9
9471,2025/03,20011338000,15186065000,14908700000,11369254000,435000000,100000000,2394.09,75.8
9474,2025/03,73973000000,49847000000,43338000000,29014000000,1557000000,790000000,933.56,67.4
9475,2025/03,18417270000,13021008000,11914492000,722936000,640000000,-,716.34,70.7
9476,2025/09,6085643000,4353748000,4242123000,3874784000,-,405218000,1124.31,71.5
9478,2025/03,15545000000,9045000000,6654000000,5098000000,2219000000,849000000,549.9,58.2
9479,2025/03,13621865000,7787161000,7504399000,1703119000,355000000,-,261.54,56.5
9501,2025/03,14986993000000,3786130000000,3418890000000,1270136000000,2867871000000,69398000000,2346.47,25.1
9502,2025/03,7124812000000,2858530000000,2400550000000,1909619000000,261556000000,1819587000000,3689.67,39.1
9503,2025/03,9652655000000,3107452000000,2762304000000,1928108000000,159849000000,2296339000000,2752.01,31.8
